Tipo,Año Fab.,Marca,Modelo,Versión,Tasación,Valor Permiso,Antigüedad_Veh
VAN,2016,HYUNDAI,GRAN SANTA FE,NC 5DR CRDI LS,15159152,387161,7
Hatchback,2016,HYUNDAI,ACENTO,RB 5DR GLS AC 2AB ABS,5826775,85949,7
Hatchback,2016,HYUNDAI,VELOSTER,FS 4DR 6A / T GLS COMPLETO,8369538,159326,7
Hatchback,2016,HYUNDAI,VELOSTER,FS 4DR 6M / T GLS,7009019,118510,7
Sedán,2016,HYUNDAI,ELANTRA,MD SDN 6M / T GLS AC 2AB,6399131,100214,7
Hatchback,2016,HYUNDAI,ACENTO,RB 5DR GLS COMPLETO,6596172,106125,7
Hatchback,2016,HYUNDAI,I30,GD 5DR 1.8 6M / T GLS COMPLETO,8444601,161578,7
SUV,2016,HYUNDAI,TUCSON,TL 6AT GL ADVANCE,8979426,177622,7
SUV,2016,HYUNDAI,TUCSON,TL CRDI 6AT GL ADVANCE,9936480,206334,7
SUV,2016,HYUNDAI,TUCSON,LM P / E 5DR CRDI GL AC,9533016,194230,7
Camioneta,2016,HYUNDAI,PORTERO,0 2.5 CRDI GL CARROZADA,9579931,195638,7
Camioneta,2016,HYUNDAI,PORTERO,0 2.5 CRDI GL DC AV,9279678,186630,7
Hatchback,2016,HYUNDAI,ACENTO,RB 5DR 1.4 6MT GL 2AB,5333116,76076,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN 4AT GLS 2AB ABS,6825291,112998,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN 6MT GL AC 2AB,5558477,80583,7
Sedán,2016,HYUNDAI,ELANTRA,AD SDN GL 2AB AC,7238946,125408,7
VAN,2016,HYUNDAI,H1,MB 2.5 CRDI GL 10S AC 2AB,11167667,243270,7
Hatchback,2017,HYUNDAI,EÓN,"HA 5DR 0,8 5 M / T GL",3574881,40911,6
SUV,2017,HYUNDAI,SANTA FE,DM WGN GLS COMPLETO,14674840,367788,6
VAN,2017,HYUNDAI,H1,FG 2.5 CRDI 6M / T GL 3S,10490071,222942,6
VAN,2017,HYUNDAI,H1,MB 2.5 CRDI 6M / T GL 10S AC,12329117,278113,6
Hatchback,2017,HYUNDAI,EÓN,HA 5DR 0.8 5M / T GLS,4156620,52546,6
Sedán,2017,HYUNDAI,I 10,BA 5DR GL BASE 2AB,4025260,49918,6
Sedán,2017,HYUNDAI,I 10,I-10 BA SDN GL 2AB,4325512,55923,6
Sedán,2017,HYUNDAI,I 10,BA SDN GLS ABS COMPLETO,5216887,73751,6
Hatchback,2017,HYUNDAI,ACENTO,RB 5DR 1.4 GL 2AB ABSAC,6258388,95991,6
Sedán,2017,HYUNDAI,ELANTRA,AD SDN GLS ABS INTELIGENTE,9232764,185223,6
SUV,2017,HYUNDAI,CRETA,GS 1.6 MT GLS 2AB ABS,8275709,156511,6
Sedán,2017,HYUNDAI,ELANTRA,MD 1.8 GLS AC 2AB ABS,9026340,179030,6
Sedán,2017,HYUNDAI,ELANTRA,AD SDN GLS,10349328,218719,6
SUV,2017,HYUNDAI,SANTA FE,DM WGN 4WD GLS COMPLETO,15556832,403068,6
Sedán,2017,HYUNDAI,GÉNESIS,DH 3.8 AT,22143620,675302,6
Sedán,2017,HYUNDAI,ACENTO,RB SDN 1.4 GL 2AB ACL,6028898,89991,6
Hatchback,2017,HYUNDAI,I-20,ACTIVO 1.4 AT GL 2AB ABS,7434455,131273,6
SUV,2017,HYUNDAI,TUCSON,TL 2.0 CRDI TM GL ADNAV,10646773,227643,6
VAN,2017,HYUNDAI,GRAN SANTA FE,NCGLSFULL PENAV,17426537,477856,6
Hatchback,2017,HYUNDAI,I30,GD 5DR 1.6 6M / T GLS,7600141,136244,6
SUV,2017,HYUNDAI,TUCSON,TL CRDI 6MT GL ADVANCE,10490071,222942,6
SUV,2017,HYUNDAI,SANTA FE,DM WGN CRDI GLS,12216523,274735,6
Camioneta,2017,HYUNDAI,PORTERO,0 2.5 CRDI GL CAMIONETA,9204615,184378,6
Sedán,2017,HYUNDAI,I 10,BA 5DR GL DH 2AB,4560085,60615,6
Sedán,2017,HYUNDAI,ACENTO,RB SDN 1.4 2AB,5929986,88013,6
Sedán,2017,HYUNDAI,ACENTO,RB SDN 6MT GL AC 2AB,6230239,95147,6
Sedán,2017,HYUNDAI,ACENTO,RB SDN L 2AB AC ABS LL,6427280,101058,6
Hatchback,2017,HYUNDAI,ACENTO,RB 5DR 1.6 GL AL COMPLETO,6596172,106125,6
Sedán,2017,HYUNDAI,ELANTRA,AD SDN GLS 2AB AC ABS,8575961,165518,6
Sedán,2017,HYUNDAI,ELANTRA,MD SDN 1.8,7562609,135118,6
Sedán,2017,HYUNDAI,ELANTRA,AD SDN GLS FULL SMART,10583900,225757,6
SUV,2017,HYUNDAI,TUCSON,TL 2.0 4WD GLS LIMITADO,12751347,290848,6
SUV,2017,HYUNDAI,SANTA FE,DM WGN 2.4 4WD GLS,11681698,258691,6
VAN,2017,HYUNDAI,H1,MB CRDI GLS 9S AC 2AB,12760730,291224,6
Sedán,2017,HYUNDAI,AZERA,HG SDN 3.0 6AT GLS,13961740,339264,6
Sedán,2017,HYUNDAI,GÉNESIS,DH 5.0 AT,24930339,800704,6
SUV,2017,HYUNDAI,TUCSON,TL 2.0 6MT GL ADV NAV,9548636,194699,6
Sedán,2017,HYUNDAI,I 10,I-10 BA 5DR 1.2 GLS AB,4635148,62116,6
SUV,2017,HYUNDAI,TUCSON,TL 6MT GL ADVANCE,9063872,180156,6
SUV,2017,HYUNDAI,TUCSON,TL CRDI 6AT GLS PREMIUM,12413563,280646,6
SUV,2017,HYUNDAI,TUCSON,LM P / E 5DR CRDI GL ABS,9805120,202393,6
SUV,2017,HYUNDAI,SANTA FE,DM WGN CRDI 4WD GLS,13802231,332884,6
SUV,2017,HYUNDAI,SANTA FE,DM WGN GLS,11381445,249683,6
VAN,2017,HYUNDAI,H1,MB 2.5 CRDI 10S AC 2AB ABS,12629370,287121,6
Sedán,2017,HYUNDAI,ACENTO,RB SDN 1.4 6MT L 2AB,5864306,86699,6
Sedán,2017,HYUNDAI,ELANTRA,AD SDN GL 2AB,7412483,130614,6
Sedán,2017,HYUNDAI,ELANTRA,AD SDN GLS ABS INTELIGENTE,8773002,171430,6
Sedán,2017,HYUNDAI,ELANTRA,ANUNCIO SDN GLS COMPLETO,10415008,220690,6
VAN,2017,HYUNDAI,GRAN SANTA FE,NC 5DR CRDI LS,16748459,450733,6
Camioneta,2017,HYUNDAI,PORTERO,"2,5 CRDI GL DC",10171053,213371,6
VAN,2017,HYUNDAI,H1,MB CRDI GL 18S ​​AC 2AB ESCO,11447126,251653,6
Sedán,2017,HYUNDAI,ACENTO,TAXI RB SDN 1.6 GL 2AB,6406240,100427,6
SUV,2017,HYUNDAI,TUCSON,TL 2.0D GLS NAV LIMITADO,14258610,351139,6
Sedán,2017,HYUNDAI,ELANTRA,MD SDN 6M / T GLS AC 2AB,7018402,118792,6
Sedán,2017,HYUNDAI,ELANTRA,MD SDN 6M / T AC 2AB ABS,7534461,134273,6
SUV,2017,HYUNDAI,TUCSON,TL 6AT GL ADVANCE,9805120,202393,6
SUV,2017,HYUNDAI,TUCSON,TL 6MT GL ACTIVO,8547813,164674,6
VAN,2017,HYUNDAI,H1,MB 2.5 CRDI 6M / T GLS 10SAC,12638753,287402,6
Sedán,2017,HYUNDAI,I 10,BA 5DR GLS 2AB ABS,5395162,77316,6
Hatchback,2017,HYUNDAI,ACENTO,RB HB GL CVT GL 2AB AC,6671235,108377,6
SUV,2017,HYUNDAI,CRETA,GS 1.6 EN GLS 2AB ABS,8679173,168615,6
SUV,2017,HYUNDAI,TUCSON,TL CRDI 4WD GLS LIMITADO,14290141,352400,6
Camioneta,2017,HYUNDAI,PORTERO,0 2.5 CRDI GLS CARROZDA,10302413,217312,6
VAN,2017,HYUNDAI,H1,FG 2.5 CRDI GL 3S 2AB D.PT,11221936,244898,6
VAN,2017,HYUNDAI,H1,MB 2.5 CRDI GL 10S AC 2AB,12338500,278395,6
VAN,2017,HYUNDAI,H1,MB CRDI GLS 10S AC 2AB ABS,12676284,288528,6
SUV,2017,HYUNDAI,TUCSON,TL 2.0 6AT 4WD GLS PNAV,11719170,259815,6
SUV,2017,HYUNDAI,TUCSON,TL 2.0 MT GL ACTIVO NAV,8990989,177969,6
SUV,2017,HYUNDAI,TUCSON,TL 2.0 CRDI4WD GLS PNAV,12559931,285038,6
SUV,2017,HYUNDAI,TUCSON,TL 2.0 CRDI AT GL ADNAV,11024257,238967,6
Hatchback,2017,HYUNDAI,ACENTO,RB 5DR GLS AC 2AB ABS,6211473,94584,6
Hatchback,2017,HYUNDAI,VELOSTER,FS 4DR 6M / T GLS COMPLETO,9007574,178467,6
Hatchback,2017,HYUNDAI,I30,GD 5DR 1.8 6M / T GLS COMPLETO,9213998,184660,6
SUV,2017,HYUNDAI,TUCSON,TL 6AT GLS PREMIUM,11559720,255031,6
SUV,2017,HYUNDAI,SANTA FE,DM WGN CRDI GLS,12901474,296854,6
VAN,2017,HYUNDAI,GRAN SANTA FE,NC 5DR CRDIFULL,18521825,521668,6
SUV,2017,HYUNDAI,SANTA FE,DM WGN 4WD GLS,12666901,288247,6
Sedán,2017,HYUNDAI,EQUUS,"5,0 en",34378909,1225890,6
Sedán,2017,HYUNDAI,I 10,BA SDN GL 2AB AC,4447490,58363,6
Hatchback,2017,HYUNDAI,ACENTO,RB 5DR GL AC 2AB ABS SE,6464811,102184,6
Hatchback,2017,HYUNDAI,I-20,ACTIVO 1.4 MT GL 2AB ABS,7090267,120948,6
Sedán,2017,HYUNDAI,ACENTO,RB SDN 1.6 CRDI GL 2AB,6534880,104286,6
SUV,2017,HYUNDAI,TUCSON,TL 2.0 EN 4WD GLS L.NAV,13177633,307900,6
VAN,2017,HYUNDAI,GRAN SANTA FE,NC 3.3GLS PENAV,14216384,349450,6
VAN,2017,HYUNDAI,GRAN SANTA FE,NC GLS 4WD,16016593,421458,6
VAN,2017,HYUNDAI,GRAN SANTA FE,NC GLS 4WD COMPLETO,17048711,462743,6
Sedán,2017,HYUNDAI,I 10,BA 5DR GLS 2AB AC,4982315,69059,6
Sedán,2017,HYUNDAI,I 10,I-10 BA 5DR 1.2 GLS AC,4804040,65494,6
Sedán,2017,HYUNDAI,ACENTO,RB SDN GL AC 2AB,6164559,93176,6
Hatchback,2017,HYUNDAI,VELOSTER,FS 4DR 6M / T GLS,7496929,133147,6
Sedán,2017,HYUNDAI,ELANTRA,MD SDN 6M / T GL AB,6436662,101339,6
Sedán,2017,HYUNDAI,ACENTO,TAXI RB SDN GL AC,6220856,94865,6
Hatchback,2017,HYUNDAI,I30,GD 5DR 1.8 6A / T GLS COMPLETO,9542399,194512,6
SUV,2017,HYUNDAI,TUCSON,TL CRDI 6AT GL ADVANCE,11006130,238423,6
SUV,2017,HYUNDAI,SANTA FE,DM WGN CRDI GLS COMPLETO,16007210,421083,6
SUV,2017,HYUNDAI,SANTA FE,DM WGN GLS,10884152,234764,6
VAN,2017,HYUNDAI,H1,FG 2.5 CRDI 6M / T GL 3S DP,10715260,229697,6
VAN,2017,HYUNDAI,H1,MB CRDI MT GLS A2 9S,12648136,287684,6
Sedán,2017,HYUNDAI,I 10,BA SDN GLS 2AB ABS,4972932,68872,6
Sedán,2017,HYUNDAI,ACENTO,RB SDN 1.4 6M / T GL AV,5498374,79381,6
Hatchback,2017,HYUNDAI,ACENTO,RB 5DR 1.6 GL COMPLETO,6577406,105562,6
SUV,2017,HYUNDAI,CRETA,GS 1.6 MT GL 2AB,7534461,134273,6
Camioneta,2017,HYUNDAI,PORTERO,0 2.5 CRDI GLS CAMIONTA,9561165,195075,6
VAN,2017,HYUNDAI,H1,FG 2.5 CRDI 6M / T GL 3S 2AB,11043661,239549,6
VAN,2017,HYUNDAI,H1,MB CRDI GLS 2AB LL ABS,14186930,348272,6
Sedán,2017,HYUNDAI,I 10,BA SDN MT GL 2AB PE,4425194,57917,6
Hatchback,2017,HYUNDAI,IONIQ,EV GLS,14301000,352835,6
Hatchback,2017,HYUNDAI,IONIQ,HEV 1.6 DCT GLS,10953774,236853,6
Sedán,2017,HYUNDAI,ACENTO,RB SDN CRDI GL AC,7065316,120199,6
Sedán,2017,HYUNDAI,SONATA,LF 2.0 MT GL MT,10114755,211682,6
SUV,2017,HYUNDAI,TUCSON,LM P / E 5DR GL AC 2ABABS,8707322,169459,6
VAN,2017,HYUNDAI,GRAN SANTA FE,NC 5DR CRDI GLS,17029945,461992,6
Sedán,2017,HYUNDAI,ACENTO,RB SDN 1.4 6MT GL 2AB,5854923,86512,6
Sedán,2017,HYUNDAI,ACENTO,RB SDN 1.4 6M / T GL AC,6033198,90077,6
Sedán,2017,HYUNDAI,ELANTRA,AD SDN GLS 2AB AC ABS,9026340,179030,6
Sedán,2017,HYUNDAI,ELANTRA,AD SDN GL 2AB AC,7881628,144688,6
Hatchback,2017,HYUNDAI,I30,GD 5DR 1.8 6A / T,6267770,96273,6
SUV,2017,HYUNDAI,TUCSON,LM P / E 5DR CRDI GLSFULL,12563690,285150,6
Camioneta,2017,HYUNDAI,PORTERO,0 2.5 CHASIS CRDI GLS,9167083,183252,6
VAN,2017,HYUNDAI,H1,FG 2.5 CRDI 6M / T ESCO,12648136,287684,6
SUV,2017,HYUNDAI,TUCSON,TL 2.0 6AT GL ADV NAV,10157759,212972,6
Hatchback,2017,HYUNDAI,I30,GD 1.6 GLS SOL MT,8453984,161859,6
Hatchback,2017,HYUNDAI,VELOSTER,FS 4DR 6A / T GLS COMPLETO,9298444,187193,6
Hatchback,2017,HYUNDAI,VELOSTER,FS 4DR 6M / T GLS PREMI,9870800,204364,6
Sedán,2017,HYUNDAI,ACENTO,RB SDN GLS 2AB ABS,6736915,110347,6
Sedán,2017,HYUNDAI,SONATA,LF 2.0 EN GLS 2.0 EN,11681698,258691,6
SUV,2017,HYUNDAI,TUCSON,LM P / E 5DR GL AC 2ABABS,8960660,177059,6
Camioneta,2017,HYUNDAI,PORTERO,0 2.5 CRDI GL CHASIS AV,8923128,175933,6
Camioneta,2017,HYUNDAI,PORTERO,0 2.5 CRDI GL DC AV,9964629,207178,6
VAN,2017,HYUNDAI,GRAN SANTA FE,NC 5DR GLS,14365204,355403,6
Sedán,2017,HYUNDAI,ACENTO,RB 1.4 GL 2AB AC ABS,6586789,105843,6
Hatchback,2017,HYUNDAI,ACENTO,RB 5DR 1.4 6MT GL 2AB,5798626,85386,6
Sedán,2017,HYUNDAI,ACENTO,RB SDN GL 2AB ABS AC LL,6455428,101902,6
Hatchback,2017,HYUNDAI,I30,GD 5DR 1.6 CRDI GLS SOL,9486102,192823,6
Sedán,2017,HYUNDAI,ACENTO,RB SDN 6MT GL AC 2AB,6051964,90452,6
Sedán,2017,HYUNDAI,ELANTRA,AD SDN GL 2AB AC SMART,8088051,150881,6
Sedán,2017,HYUNDAI,SONATA,LF 2.0 EN GLS 2.0 LMTED,12845176,294602,6
Sedán,2017,HYUNDAI,AZERA,HG SDN 2.4 6AT GLS,12028865,269106,6
SUV,2017,HYUNDAI,SANTA FE,DM WGN 2.4 4WD GLS,10856004,233920,6
Sedán,2017,HYUNDAI,EQUUS,VI SDN 4.6 8A / T GLS,34303846,1222512,6
Hatchback,2017,HYUNDAI,I-20,ACTIVO 1.4 MT L 2AB ABS,6625614,107008,6
VAN,2017,HYUNDAI,H1,FG 2.5 CRDI 6M / T GL 3S L,10649550,227726,6
SUV,2018,HYUNDAI,TUCSON,TL 2.0 CRDI4WD GLS PNAV,13736551,330257,5
Sedán,2018,HYUNDAI,ACENTO,TAXI RB SDN 1.6 GL 2AB,7009019,118510,5
Hatchback,2018,HYUNDAI,I-20,ACTIVO 1.4 AT GL 2AB ABS,8106817,151444,5
Hatchback,2018,HYUNDAI,I-20,ACTIVO 1.4 MT L 2AB ABS,7224825,124984,5
SUV,2018,HYUNDAI,TUCSON,TL 2.0 CRDI AT GL ADNAV,12057014,269950,5
Sedán,2018,HYUNDAI,AZERA,IG 3.0 EN LIMITADO,17365567,475417,5
SUV,2018,HYUNDAI,TUCSON,TL 2.0 CRDI E6 EN PLUS,12161621,273088,5
Sedán,2018,HYUNDAI,ELANTRA,AD 1.6 EN PRIMA,10548858,224705,5
Sedán,2018,HYUNDAI,ELANTRA,AD 1.6 MT PREMIUM,10020562,208856,5
Hatchback,2018,HYUNDAI,I-30,PD 2.0 EN PREMIUM,11453874,251856,5
Camioneta,2018,HYUNDAI,PORTERO,2.5 CRDI 6M / T GLS CHASIS 2AB AC,11704555,259376,5
Sedán,2018,HYUNDAI,ACENTO,RB SDN 1.4 6M / T GL AV,6033198,90077,5
Comercial,2018,HYUNDAI,H350 SOLATI,FURGONETA A / C EURO V,15424724,397784,5
Camioneta,2018,HYUNDAI,HD 35,CHC EURO V 4X2,13897026,336676,5
SUV,2018,HYUNDAI,CRETA,GS 1.6 MT GLS 2AB ABS,9045106,179593,5
Sedán,2018,HYUNDAI,ELANTRA,AD SDN GLS ABS INTELIGENTE,10058458,209993,5
Sedán,2018,HYUNDAI,I 10,BA 5DR GL DH 2AB,4972932,68872,5
Sedán,2018,HYUNDAI,I 10,BA 5DR GLS 2AB ABS,5892455,87262,5
SUV,2018,HYUNDAI,SANTA FE,DM WGN GLS,12347883,278676,5
Hatchback,2018,HYUNDAI,VELOSTER,FS 4DR 6M / T GLS,8303858,157355,5
SUV,2018,HYUNDAI,GRAN SANTA FE,NC 3.3 GL 2WD EN PE,13711632,329260,5
Hatchback,2018,HYUNDAI,I-30,PD 1.6 A VALOR,10143146,212534,5
Hatchback,2018,HYUNDAI,IONIQ,EV GLS,15594363,404569,5
Camioneta,2018,HYUNDAI,HD 35,CHC A / C EURO V 4X2,14127364,345889,5
Hatchback,2018,HYUNDAI,IONIQ,HEV 1.6 DCT GLS,11944419,266572,5
SUV,2018,HYUNDAI,TUCSON,TL 2.0 MT GL ACTIVO NAV,9833269,203238,5
SUV,2018,HYUNDAI,TUCSON,TL 2.0 6MT GL ADV NAV,10443156,221534,5
Sedán,2018,HYUNDAI,ACENTO,"RB SDN 1,4 CVT GL 2AB AC ABS",7430213,131146,5
SUV,2018,HYUNDAI,TUCSON,TL CRDI 4WD GLS LIMITADO,15463003,399315,5
Hatchback,2018,HYUNDAI,VELOSTER,FS 4DR 6M / T GLS COMPLETO,9917715,205771,5
SUV,2018,HYUNDAI,CRETA,"GS 1,6 A VALOR FL",9819572,202827,5
SUV,2018,HYUNDAI,TUCSON,VALOR TL 2.0 MT,11062987,240129,5
SUV,2018,HYUNDAI,TUCSON,TL 2.0 MT PLUS,10211332,214580,5
SUV,2018,HYUNDAI,CRETA,GS 1.6 MT GL 2AB ABS,8499508,163225,5
SUV,2018,HYUNDAI,CRETA,GS 1.6 MT VALOR FL,9359679,189030,5
Sedán,2018,HYUNDAI,ELANTRA,AD 1.6 EN PLUS,9432621,191218,5
SUV,2018,HYUNDAI,GRAN SANTA FE,NC 3.3 A VALOR,14103392,344930,5
Sedán,2018,HYUNDAI,ELANTRA,MD SDN 6M / T AC 2AB ABS,8228794,155103,5
VAN,2018,HYUNDAI,H350 SOLATI,PASAJEROS A / C EURO V,21600457,650859,5
Sedán,2018,HYUNDAI,ELANTRA,AD SDN GLS ABS INTELIGENTE,9570548,195356,5
VAN,2018,HYUNDAI,H1,MB CRDI GLS 10S AC 2AB ABS,13877294,335886,5
Sedán,2018,HYUNDAI,I 10,BA SDN GLS ABS COMPLETO,5695414,83321,5
Camioneta,2018,HYUNDAI,PORTERO,0 2.5 CRDI GL CAMIONETA,10264882,216186,5
SUV,2018,HYUNDAI,TUCSON,TL 2.0 6AT GL ADV NAV,11109342,241520,5
Hatchback,2018,HYUNDAI,VELOSTER,FS 4DR 6A / T GLS COMPLETO,10255499,215905,5
Sedán,2018,HYUNDAI,AZERA,IG 3.0 EN PREMIUM,13982775,340106,5
SUV,2018,HYUNDAI,TUCSON,TL 2.0 EN PLUS,10867106,234253,5
Sedán,2018,HYUNDAI,ELANTRA,AD 1.6 EN LIMITADO,12040013,269440,5
SUV,2018,HYUNDAI,TUCSON,TL 2.0 CRDI E6 A VALOR,13064374,303370,5
SUV,2018,HYUNDAI,GRAN SANTA FE,NC 3.3 EN PREMIUM,15406423,397052,5
Sedán,2018,HYUNDAI,ACENTO,RB SDN 1.4 6MT L 2AB,6436662,101339,5
VAN,2018,HYUNDAI,H1,MB 2.5 CRDI 10S AC 2AB ABS,13717785,329506,5
SUV,2018,HYUNDAI,TUCSON,TL 6MT GL ADVANCE,9917715,205771,5
Camioneta,2018,HYUNDAI,LUZ HD 35,LUZ CHC A / C EURO V 4X2,12096982,271149,5
VAN,2018,HYUNDAI,GRAN SANTA FE,NC 5DR CRDIFULL,20276425,591852,5
Sedán,2018,HYUNDAI,ACENTO,RB SDN CRDI GL AC,7665821,138214,5
Sedán,2018,HYUNDAI,I 10,BA SDN MT GL 2AB PE,4841571,66245,5
Camioneta,2018,HYUNDAI,PORTERO,0 2.5 CHASIS CRDI GLS,10124138,211964,5
SUV,2018,HYUNDAI,SANTA FE,DM WGN 2.4 4WD GLS,12910857,297229,5
SUV,2018,HYUNDAI,SANTA FE,DM WGN CRDI GLS COMPLETO,17311432,473252,5
SUV,2018,HYUNDAI,TUCSON,TL 2.0 CRDI TM GL ADNAV,11644166,257565,5
SUV,2018,HYUNDAI,TUCSON,VALOR DEL TL 2.0 MT 4WD,11258867,246006,5
Sedán,2018,HYUNDAI,ELANTRA,AD 1.6 MT SEL,8699825,169234,5
Sedán,2018,HYUNDAI,ELANTRA,VALOR AD 1.6 MT,9364454,189173,5
Camioneta,2018,HYUNDAI,PORTERO,2.5 CRDI 6M / T GL DC 2AB AC,12702684,289320,5
Comercial,2018,HYUNDAI,H350 SOLATI,CARGO FURGONETA A / C EURO V / OFICINA MOVIL,26118408,854167,5
Sedán,2018,HYUNDAI,ACENTO,RB SDN GL 2AB ABS AC LL,6999636,118229,5
SUV,2018,HYUNDAI,CRETA,GS 1.6 MT GL 2AB,8228794,155103,5
VAN,2018,HYUNDAI,GRAN SANTA FE,NCGLSFULL PENAV,19253690,550942,5
VAN,2018,HYUNDAI,H1,MB 2.5 CRDI GL 10S AC 2AB,13501979,320874,5
Sedán,2018,HYUNDAI,I 10,BA SDN GLS 2AB ABS,5432693,78067,5
Sedán,2018,HYUNDAI,I 10,BA 5DR GLS 2AB AC,5498374,79381,5
SUV,2018,HYUNDAI,SANTA FE,DM WGN CRDI GLS,13248641,310740,5
SUV,2018,HYUNDAI,SANTA FE,DM WGN GLS,11878739,264602,5
SUV,2018,HYUNDAI,SANTA FE,DM WGN CRDI GLS,13989889,340390,5
SUV,2018,HYUNDAI,TUCSON,TL 2.0 6AT 4WD GLS PNAV,12817028,293476,5
SUV,2018,HYUNDAI,TUCSON,TL 2.0 A VALOR,11778376,261591,5
SUV,2018,HYUNDAI,TUCSON,TL 2.0 CRDI E6 MT PLUS,11514364,253671,5
Camioneta,2018,HYUNDAI,PORTERO,2.5 CRDI 6M / T GLS CAMIONETA 2AB AC,12011672,268590,5
SUV,2018,HYUNDAI,TUCSON,TUCSON TL 2.0 CRDI EN 4WD GL ADVANCE NAV,9683308,198739,5
Hatchback,2018,HYUNDAI,ACENTO,RB 5DR 1.4 6MT GL 2AB,6342834,98525,5
VAN,2018,HYUNDAI,H1,FG 2.5 CRDI 6M / T GL 3S 2AB,11981950,267698,5
Hatchback,2018,HYUNDAI,I-20,ACTIVO 1.4 MT GL 2AB ABS,7731501,140185,5
SUV,2018,HYUNDAI,SANTA FE,DM WGN GLS COMPLETO,15894616,416579,5
SUV,2018,HYUNDAI,TUCSON,TL 2.0 EN 4WD GLS L.NAV,14412119,357279,5
SUV,2018,HYUNDAI,CRETA,GS 1.6 MT PLUS FL,8499508,163225,5
Sedán,2018,HYUNDAI,ACENTO,RB SDN 1.4 6M / T GL 2AB COLECTIVO,6757063,110951,5
Hatchback,2018,HYUNDAI,GRAND I-10,BA 5DR 1.2 5M / T GLS 2AB AC ABS PE,5911124,87636,5
SUV,2018,HYUNDAI,GRAN SANTA FE,NC 3.3 GL 2WD EN PREMIUM PE,14767683,371502,5
SUV,2018,HYUNDAI,GRAN SANTA FE,NC 5DR 2.2 CRDI 6A / T 4WD E6 LIMITADO,21512783,646914,5
Hatchback,2018,HYUNDAI,I-30,"PD 1,6 MT VALOR",9483499,192745,5
Sedán,2018,HYUNDAI,SONATA,LF HEV A VALOR,12755768,291025,5
Sedán,2018,HYUNDAI,ACENTO,RB SDN 1.6 CRDI GL 2AB,7149762,122732,5
Camioneta,2018,HYUNDAI,LUZ HD 35,LUZ CHC EURO V 4X2,11772803,261424,5
Hatchback,2018,HYUNDAI,ACENTO,RB 5DR 1.4 GL 2AB ABSAC,6849510,113725,5
Hatchback,2018,HYUNDAI,ACENTO,RB 5DR 1.6 GL COMPLETO,7159145,123014,5
Hatchback,2018,HYUNDAI,ACENTO,RB 5DR 1.6 GL AL COMPLETO,7224825,124984,5
Sedán,2018,HYUNDAI,ACENTO,RB SDN 1.4 6MT GL 2AB,6427280,101058,5
Sedán,2018,HYUNDAI,ACENTO,RB SDN 6MT GL AC 2AB,6840127,113443,5
SUV,2018,HYUNDAI,CRETA,GS 1.6 EN GLS 2AB ABS,9476719,192541,5
VAN,2018,HYUNDAI,H1,FG 2.5 CRDI GL 3S 2AB D.PT,12188374,273891,5
VAN,2018,HYUNDAI,H1,MB CRDI GLS 9S AC 2AB,13980506,340015,5
Sedán,2018,HYUNDAI,I 10,BA SDN GL 2AB AC,4916634,67746,5
Sedán,2018,HYUNDAI,I 10,BA 5DR GL BASE 2AB,4381810,57049,5
VAN,2018,HYUNDAI,GRAN SANTA FE,NC 5DR CRDI GLS,18643802,526547,5
Camioneta,2018,HYUNDAI,PORTERO,"2,5 CRDI GL DC",11062427,240112,5
SUV,2018,HYUNDAI,SANTA FE,DM WGN CRDI 4WD GLS,14975092,379798,5
SUV,2018,HYUNDAI,TUCSON,TL 2.0 EN 4WD LIMITADO,15150927,386832,5
SUV,2018,HYUNDAI,TUCSON,TL 2.0 CRDI E6 MT VALOR,12357502,278965,5
SUV,2018,HYUNDAI,TUCSON,TL 2.0 CRDI E6 EN 4WD LIMITADO,16513574,441338,5
SUV,2018,HYUNDAI,TUCSON,TL 2.0 6AT 4WD GL ADVANCE NAV,8737971,170379,5
Comercial,2019,HYUNDAI,H350 SOLATI,CARGO FURGONETA A / C EURO V / OFICINA MOVIL,28852387,977196,4
Camioneta,2019,HYUNDAI,HD 35,CHC A / C EURO V 4X2,15538066,402317,4
Camioneta,2019,HYUNDAI,LUZ HD 35,LUZ CHC A / C EURO V 4X2,13304938,312992,4
Sedán,2019,HYUNDAI,ELANTRA,AD SDN GLS ABS INTELIGENTE,11503423,253342,4
SUV,2019,HYUNDAI,CRETA,GS 1.6 MT GL 2AB,9364124,189163,4
VAN,2019,HYUNDAI,H1,MB CRDI GLS 9S AC 2AB,16269931,431592,4
Hatchback,2019,HYUNDAI,I-20,ACTIVO 1.4 AT GL 2AB ABS,9289061,186911,4
Sedán,2019,HYUNDAI,ACENTO,TAXI RB SDN 1.6 GL 2AB,7966074,147222,4
SUV,2019,HYUNDAI,TUCSON,TL 2.0 CRDI4WD GLS PNAV,15903998,416955,4
SUV,2019,HYUNDAI,TUCSON,TL 2.0 A VALOR,12976537,299856,4
Sedán,2019,HYUNDAI,SONATA,LF HEV A VALOR,14046186,342642,4
SUV,2019,HYUNDAI,TUCSON,TL 6MT GL ADVANCE,11109342,241520,4
Sedán,2019,HYUNDAI,ACENTO,RB SDN 1.6 CRDI GL 2AB,8106817,151444,4
Comercial,2019,HYUNDAI,H-1,TQ FG 2.5 CRDI MT FL,14481561,360057,4
